txn_date,raw_description,clean_description,amount,category,parse_method,confidence,review_flag,source_file,created_at
2026-12-30,Paypal Inst Xfer Hulu Web ID: Paypalsi77,paypal inst xfer hulu web id paypalsi77,-18.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Paypal Inst Xfer Apple.Com Bill Web ID: Paypalsi77,paypal inst xfer apple.com bill web id paypalsi77,-25.41,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Card Purchase 12/29 Little Caesars #176 Southgate MI Card 1606,card purchase 12/29 little caesars 176 southgate mi card 1606,-8.02,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Card Purchase 12/29 Little Caesars #176 Southgate MI Card 1606,card purchase 12/29 little caesars 176 southgate mi card 1606,-22.6,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Card Purchase 12/29 Taco Bell 37663 Lincoln Park MI Card 1606,card purchase 12/29 taco bell 37663 lincoln park mi card 1606,-14.08,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Card Purchase With Pin 12/28 7-Eleven Livonia MI Card 1606,card purchase with pin 12/28 7-eleven livonia mi card 1606,-6.38,Groceries,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Venmo Repayment 1039234278757 Web ID: 3364681992,venmo repayment 1039234278757 web id 3364681992,-32.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Venmo Payment 1039234338126 Web ID: 3264681992,venmo payment 1039234338126 web id 3264681992,-360.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Card Purchase 12/27 City of Detroit Munpl. Detroit MI Card 1606,card purchase 12/27 city of detroit munpl. detroit mi card 1606,-2.0,Taxes & Fees,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Card Purchase 12/27 Cash App*Parti*Add Cash Cash.App CA Card,card purchase 12/27 cash app*parti*add cash cash.app ca card,-12.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-30,Card Purchase 12/26 Opc*Wyandotte Utl 734-324-4500 MI Card,card purchase 12/26 opc*wyandotte utl 734-324-4500 mi card,-107.83,Utilities,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-27,Non-Chase ATM Fee-With,non-chase atm fee-with,-3.0,Taxes & Fees,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-27,Capital One Mobile Pmt 3Ytfqz6Yerj06Uk Web ID: 9279744380,capital one mobile pmt 3ytfqz6yerj06uk web id 9279744380,-55.0,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-27,Card Purchase 12/27 Klarna* Apple From Kl Klarna.Com OH Card,card purchase 12/27 klarna* apple from kl klarna.com oh card,-32.35,Wardrobe / Stagewear,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-27,Brigit-Com Membership Fbe2Aa9Dba8F46A Web ID: 2823136030,brigit-com membership fbe2aa9dba8f46a web id 2823136030,-8.99,Subscriptions,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-27,Card Purchase 12/26 Dollar Tree Taylor MI Card 1606,card purchase 12/26 dollar tree taylor mi card 1606,-2.39,Groceries,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-27,Card Purchase 12/26 Amazon Mktpl*Ze4Rc8P Amzn.Com/Bill WA,card purchase 12/26 amazon mktpl*ze4rc8p amzn.com/bill wa,-7.41,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-12-27,Ford Motor CO. Payroll H PPD ID: 2380549190,ford motor co. payroll h ppd id 2380549190,909.2,Payroll,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-28,Paypal Inst Xfer Hulu Web ID: Paypalsi77,paypal inst xfer hulu web id paypalsi77,-18.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-28,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-31.18,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-28,Card Purchase 01/27 Framework Homeowners Httpsframewor MA,card purchase 01/27 framework homeowners httpsframewor ma,-75.0,Uncategorized,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-28,Online Transfer From Sav ...4366 Transaction#: 23529378707,online transfer from sav ...4366 transaction 23529378707,30.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-28,Online Transfer From Sav ...4366 Transaction#: 23529264315,online transfer from sav ...4366 transaction 23529264315,100.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-1.1,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-19.5,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-34.03,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-39.14,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Microsoft Web ID: Paypalsi77,paypal inst xfer microsoft web id paypalsi77,-21.19,Software / SaaS,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Adobe Inc After Web ID: Paypalsi77,paypal inst xfer adobe inc after web id paypalsi77,-24.37,Software / SaaS,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Apple.Com Bill Web ID: Paypalsi77,paypal inst xfer apple.com bill web id paypalsi77,-27.54,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-40.75,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Card Purchase 01/26 Prime Video Channels Amzn.Com/Bill WA Card,card purchase 01/26 prime video channels amzn.com/bill wa card,-12.99,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Card Purchase 01/26 Prime Video Channels Amzn.Com/Bill WA Card,card purchase 01/26 prime video channels amzn.com/bill wa card,-16.99,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Payment Sent 01/26 Cash App*Miguel Gutierr Oakland CA Card,payment sent 01/26 cash app*miguel gutierr oakland ca card,-100.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Card Purchase With Pin 01/25 Guitar Center #323 Allen Park MI Card 1606,card purchase with pin 01/25 guitar center 323 allen park mi card 1606,-86.85,Music Equipment,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Card Purchase 01/25 Shell Oil 57446432007 Romulus MI Card 1606,card purchase 01/25 shell oil 57446432007 romulus mi card 1606,-40.19,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Venmo Repayment 1039831929219 Web ID: 3364681992,venmo repayment 1039831929219 web id 3364681992,-55.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Card Purchase 01/24 Opc*Wyandotte Utl 734-324-4500 MI Card,card purchase 01/24 opc*wyandotte utl 734-324-4500 mi card,-111.03,Utilities,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Online Transfer From Sav ...4366 Transaction#: 23517927681,online transfer from sav ...4366 transaction 23517927681,80.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Ford Motor CO. Payroll H PPD ID: 2380549190,ford motor co. payroll h ppd id 2380549190,444.12,Payroll,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-27,Online Transfer From Sav ...4366 Transaction#: 23517813467,online transfer from sav ...4366 transaction 23517813467,800.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-24,Paypal Inst Xfer Disney Plus Web ID: Paypalsi77,paypal inst xfer disney plus web id paypalsi77,-15.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-24,Paypal Inst Xfer Spotifyusai Web ID: Paypalsi77,paypal inst xfer spotifyusai web id paypalsi77,-11.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-24,Capital One Mobile Pmt 42P5Gnfmrgxpy24 Web ID: 9279744380,capital one mobile pmt 42p5gnfmrgxpy24 web id 9279744380,-55.0,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-24,Card Purchase 01/24 Cash App*Parti*Add Cash Cash.App CA Card,card purchase 01/24 cash app*parti*add cash cash.app ca card,-50.63,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-24,Card Purchase 01/24 Klarna 24Klarna2 151-7426184 De Card 1606,card purchase 01/24 klarna 24klarna2 151-7426184 de card 1606,-58.84,Wardrobe / Stagewear,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-24,Empower 1000593279 PPD ID: 7811879144,empower 1000593279 ppd id 7811879144,-156.0,Loan Payment,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-24,Online Transfer From Sav ...4366 Transaction#: 23489799283,online transfer from sav ...4366 transaction 23489799283,400.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-23,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-21.45,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-23,Card Purchase 01/23 Cash App*Parti*Add Cash Cash.App CA Card,card purchase 01/23 cash app*parti*add cash cash.app ca card,-15.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-23,Card Purchase 01/23 Affirm * Pay 6Uh7Qn63 855-423-3729 CA Card,card purchase 01/23 affirm * pay 6uh7qn63 855-423-3729 ca card,-16.51,Wardrobe / Stagewear,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-23,Card Purchase 01/22 Amazon Digit*Zg9O86Bj 888-802-3080 WA,card purchase 01/22 amazon digit*zg9o86bj 888-802-3080 wa,-7.99,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-23,Card Purchase 01/23 Buffalo Wild Wngs 3152 Southgate MI Card,card purchase 01/23 buffalo wild wngs 3152 southgate mi card,-33.38,Meals,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-22,Non-Chase ATM Fee-With,non-chase atm fee-with,-3.0,Taxes & Fees,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-22,Capital One Mobile Pmt 42Oqnnho4Bi39Nw Web ID: 9279744380,capital one mobile pmt 42oqnnho4bi39nw web id 9279744380,-55.0,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-22,01/22 Online Transfer To Sav ...4366 Transaction#: 23469870015,01/22 online transfer to sav ...4366 transaction 23469870015,-70.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-22,ATM Withdrawal 01/22 1909 Fort St Wyandotte MI Card 1606,atm withdrawal 01/22 1909 fort st wyandotte mi card 1606,-40.0,Transfer,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-22,Non-Chase ATM Withdraw 01/22 113 Maple St Wyandotte MI Card 1606,non-chase atm withdraw 01/22 113 maple st wyandotte mi card 1606,-62.5,Transfer,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-22,MI Unemployment Ui Benefit PPD ID: 1382538297,mi unemployment ui benefit ppd id 1382538297,301.0,Revenue,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Non-Chase ATM Fee-With,non-chase atm fee-with,-3.0,Taxes & Fees,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Non-Chase ATM Withdraw 01/21 18480 Fort St Riverview MI Card 1606,non-chase atm withdraw 01/21 18480 fort st riverview mi card 1606,-43.0,Transfer,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Paypal Inst Xfer Apple.Com Bill Web ID: Paypalsi77,paypal inst xfer apple.com bill web id paypalsi77,-2.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Paypal Inst Xfer Drvrsupport Web ID: Paypalsi77,paypal inst xfer drvrsupport web id paypalsi77,-9.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Pipo Sg Pte Lt Iat Paypal 1039715109600 Web ID: 770510487C,pipo sg pte lt iat paypal 1039715109600 web id 770510487c,-9.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Paypal Inst Xfer Apple.Com Bill Web ID: Paypalsi77,paypal inst xfer apple.com bill web id paypalsi77,-7.41,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Paypal Inst Xfer Spotifyusai Web ID: Paypalsi77,paypal inst xfer spotifyusai web id paypalsi77,-11.99,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-32.66,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Card Purchase 01/20 Exxon Fort & Penn Riverview MI Card 1606,card purchase 01/20 exxon fort & penn riverview mi card 1606,-44.39,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Card Purchase 01/21 Shopify* 319179871 Shopify.Com IL Card 1606,card purchase 01/21 shopify* 319179871 shopify.com il card 1606,-39.0,Merchandise,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Card Purchase 01/18 Exu Hong Kong Card 1606,card purchase 01/18 exu hong kong card 1606,-9.99,Uncategorized,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Online Transfer From Sav ...4366 Transaction#: 23461940777,online transfer from sav ...4366 transaction 23461940777,20.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Online Transfer From Sav ...4366 Transaction#: 23461794506,online transfer from sav ...4366 transaction 23461794506,40.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-21,Real Time Payment Credit Recd From Aba/Contr Bnk-101115315 From:,real time payment credit recd from aba/contr bnk-101115315 from,-150.0,Studio / Recording,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-17,Empower 1000592742 PPD ID: 7811879144,empower 1000592742 ppd id 7811879144,-156.0,Loan Payment,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-17,Card Purchase 01/16 Exu Hong Kong Card 1606,card purchase 01/16 exu hong kong card 1606,-6.99,Uncategorized,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-17,ATM Cash Deposit 01/17 1909 Fort St Wyandotte MI Card 1606,atm cash deposit 01/17 1909 fort st wyandotte mi card 1606,-40.0,Revenue,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-17,ATM Cash Deposit 01/17 1909 Fort St Wyandotte MI Card 1606,atm cash deposit 01/17 1909 fort st wyandotte mi card 1606,-130.0,Revenue,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-16,Paypal Inst Xfer Netflix.Com Web ID: Paypalsi77,paypal inst xfer netflix.com web id paypalsi77,-15.49,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-16,Paypal Inst Xfer Emastered Web ID: Paypalsi77,paypal inst xfer emastered web id paypalsi77,-36.75,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-16,Paypal Inst Xfer Apple.Com Bill Web ID: Paypalsi77,paypal inst xfer apple.com bill web id paypalsi77,-8.47,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-16,Card Purchase 01/16 Amazon Digit*Z55Am3B2 888-802-3080 WA,card purchase 01/16 amazon digit*z55am3b2 888-802-3080 wa,-10.59,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-14,ATM Cash Deposit 01/14 1909 Fort St Wyandotte MI Card 1606,atm cash deposit 01/14 1909 fort st wyandotte mi card 1606,-200.0,Revenue,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-26.56,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Adobe Inc Adobe Web ID: Paypalsi77,paypal inst xfer adobe inc adobe web id paypalsi77,-10.59,Software / SaaS,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Apple.Com Bill Web ID: Paypalsi77,paypal inst xfer apple.com bill web id paypalsi77,-10.6,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-19.91,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Tunecore Web ID: Paypalsi77,paypal inst xfer tunecore web id paypalsi77,-22.99,Software / SaaS,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-26.25,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Waves Inc Web ID: Paypalsi77,paypal inst xfer waves inc web id paypalsi77,-26.49,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-42.0,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-43.12,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Recurring Card Purchase 01/11 Empower Empower.ME CA Card 1606,recurring card purchase 01/11 empower empower.me ca card 1606,-8.0,Subscriptions,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Card Purchase 01/10 Prime Video Channels Amzn.Com/Bill WA Card,card purchase 01/10 prime video channels amzn.com/bill wa card,-6.99,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Card Purchase 01/09 Paypal *Thomann 35314369001 Card 1606,card purchase 01/09 paypal *thomann 35314369001 card 1606,-344.92,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-13,Real Time Payment Credit Recd From Aba/Contr Bnk-101115315 From:,real time payment credit recd from aba/contr bnk-101115315 from,-150.0,Studio / Recording,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Capital One Mobile Pmt 42M6Sfz4Hand0A4 Web ID: 9279744380,capital one mobile pmt 42m6sfz4hand0a4 web id 9279744380,-55.0,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Paypal Inst Xfer Landontewer Web ID: Paypalsi77,paypal inst xfer landontewer web id paypalsi77,-750.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Paypal Inst Xfer Apple.Com Bill Web ID: Paypalsi77,paypal inst xfer apple.com bill web id paypalsi77,-5.29,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-31.1,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Card Purchase 01/10 Exxon Fort & Penn Riverview MI Card 1606,card purchase 01/10 exxon fort & penn riverview mi card 1606,-28.13,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-36.99,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Card Purchase 01/10 Klarna* 10Klarna2 Klarna.Com OH Card 1606,card purchase 01/10 klarna* 10klarna2 klarna.com oh card 1606,-58.84,Wardrobe / Stagewear,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Card Purchase 01/09 Tropical Smoothie Cafe Taylor MI Card 1606,card purchase 01/09 tropical smoothie cafe taylor mi card 1606,-16.55,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Card Purchase 01/09 Exu Hong Kong Card 1606,card purchase 01/09 exu hong kong card 1606,-6.99,Uncategorized,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Payment Received 01/10 Cash App*Parti*Cash Ou Oakland CA Card,payment received 01/10 cash app*parti*cash ou oakland ca card,-122.81,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-10,Ford Motor CO. Payroll H PPD ID: 2380549190,ford motor co. payroll h ppd id 2380549190,816.86,Payroll,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-09,Paypal Inst Xfer Doordashdashpas Web ID: Paypalsi77,paypal inst xfer doordashdashpas web id paypalsi77,-9.99,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-09,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-24.13,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
